,Time,Replicate,media,OD,Strain
411,66,3,DM29 + Sorbitol,0.241200007,Strain 289
412,66,3,DM29 + Mannitol,0.097099997,Strain 289
413,66,3,DM29 + Trehalose,0.098799989,Strain 289
414,0,1,DM29 + Succinate,0.006499991,Strain 290
415,0,1,DM29 + Sorbitol,0.009600014,Strain 290
416,0,1,DM29 + Mannitol,-0.0053,Strain 290
417,0,1,DM29 + Trehalose,0.007699996,Strain 290
418,0,2,DM29 + GalNAc,0.017399996,Strain 290
419,0,2,DM29 + Sorbitol,0.007400006,Strain 290
420,0,2,DM29 + Mannitol,-0.006600007,Strain 290
421,0,2,DM29 + Trehalose,0.007300004,Strain 290
422,0,3,DM29 + GalNAc,0.012000009,Strain 290
423,0,3,DM29 + Fucose,0.014400005,Strain 290
424,0,3,DM29 + Mannitol,0.005699992,Strain 290
425,0,3,DM29 + Trehalose,0.012400001,Strain 290
426,3,1,DM29 + GalNAc,0.020700008,Strain 290
427,3,1,DM29 + Fucose,0.015000001,Strain 290
428,3,1,DM29 + Succinate,0.014299989,Strain 290
429,3,1,DM29 + Sorbitol,0.0264,Strain 290
430,3,1,DM29 + Mannitol,0.010899991,Strain 290
431,3,1,DM29 + Trehalose,0.015499994,Strain 290
432,3,2,DM29 + GalNAc,0.025100008,Strain 290
433,3,2,DM29 + Fucose,0.014699995,Strain 290
434,3,2,DM29 + Succinate,0.0176,Strain 290
435,3,2,DM29 + Sorbitol,0.025700003,Strain 290
436,3,2,DM29 + Mannitol,0.012099996,Strain 290
437,3,2,DM29 + Trehalose,0.013599992,Strain 290
438,3,3,DM29 + GalNAc,0.012500003,Strain 290
439,3,3,DM29 + Fucose,0.017700002,Strain 290
440,3,3,DM29 + Succinate,0.015399993,Strain 290
441,3,3,DM29 + Sorbitol,0.023900002,Strain 290
442,3,3,DM29 + Mannitol,0.023800001,Strain 290
443,3,3,DM29 + Trehalose,0.018999994,Strain 290
444,6,1,DM29 + GalNAc,0.103699997,Strain 290
445,6,1,DM29 + Fucose,0.074100003,Strain 290
446,6,1,DM29 + Succinate,0.118699998,Strain 290
447,6,1,DM29 + Sorbitol,0.190500006,Strain 290
448,6,1,DM29 + Mannitol,0.227799997,Strain 290
449,6,1,DM29 + Trehalose,0.090100005,Strain 290
450,6,2,DM29 + GalNAc,0.096200004,Strain 290
451,6,2,DM29 + Fucose,0.060699999,Strain 290
452,6,2,DM29 + Succinate,0.1083,Strain 290
453,6,2,DM29 + Sorbitol,0.197500005,Strain 290
454,6,2,DM29 + Mannitol,0.249200001,Strain 290
455,6,2,DM29 + Trehalose,0.094300002,Strain 290
456,6,3,DM29 + GalNAc,0.07190001,Strain 290
457,6,3,DM29 + Fucose,0.061299995,Strain 290
458,6,3,DM29 + Succinate,0.104899988,Strain 290
459,6,3,DM29 + Sorbitol,0.17370002,Strain 290
460,6,3,DM29 + Mannitol,0.26169999,Strain 290
461,6,3,DM29 + Trehalose,0.109099999,Strain 290
462,9,1,DM29 + GalNAc,0.253899992,Strain 290
463,9,1,DM29 + Fucose,0.261199996,Strain 290
464,9,1,DM29 + Succinate,0.2852,Strain 290
465,9,1,DM29 + Sorbitol,0.326100007,Strain 290
466,9,1,DM29 + Mannitol,0.49710001,Strain 290
467,9,1,DM29 + Trehalose,0.227200001,Strain 290
468,9,2,DM29 + GalNAc,0.240400016,Strain 290
469,9,2,DM29 + Fucose,0.251200005,Strain 290
470,9,2,DM29 + Succinate,0.286799997,Strain 290
471,9,2,DM29 + Sorbitol,0.330400005,Strain 290
472,9,2,DM29 + Mannitol,0.535200015,Strain 290
