,Time,Replicate,media,OD,Strain
565,60,2,CM,0.381866673,MS014
566,60,3,CM,0.362866679,MS014
567,63,1,CM,0.15926666,MS001
568,63,2,CM,0.166966656,MS001
569,63,3,CM,0.180566678,MS001
570,63,1,CM,0.303766677,MS002
571,63,2,CM,0.300866673,MS002
572,63,3,CM,0.317366669,MS002
573,63,1,CM,0.361466656,MS004
574,63,2,CM,0.391766647,MS004
575,63,3,CM,0.395066658,MS004
576,63,1,CM,0.662466684,MS006
577,63,2,CM,0.716066638,MS006
578,63,3,CM,0.622066656,MS006
579,63,1,CM,0.370166669,MS008
580,63,2,CM,0.377566675,MS008
581,63,3,CM,0.352866659,MS008
582,63,1,CM,0.312366674,MS010
583,63,2,CM,0.326466659,MS010
584,63,3,CM,0.32916666,MS010
585,63,1,CM,0.376666645,MS011
586,63,2,CM,0.395066658,MS011
587,63,3,CM,0.39926664,MS011
588,63,1,CM,0.273966679,MS013
589,63,2,CM,0.271466652,MS013
590,63,3,CM,0.303666661,MS013
591,63,1,CM,0.323066661,MS014
592,63,2,CM,0.355666677,MS014
593,63,3,CM,0.343066672,MS014
594,66,1,CM,0.153766671,MS001
595,66,2,CM,0.162066678,MS001
596,66,3,CM,0.171966651,MS001
597,66,1,CM,0.278666655,MS002
598,66,2,CM,0.274466673,MS002
599,66,3,CM,0.290066669,MS002
600,66,1,CM,0.351866672,MS004
601,66,2,CM,0.384266654,MS004
602,66,3,CM,0.396266678,MS004
603,66,1,CM,0.670966664,MS006
604,66,2,CM,0.732266644,MS006
605,66,3,CM,0.634566644,MS006
606,66,1,CM,0.366266677,MS008
607,66,2,CM,0.372266689,MS008
608,66,3,CM,0.346266666,MS008
609,66,1,CM,0.298466662,MS010
610,66,2,CM,0.314366678,MS010
611,66,3,CM,0.30336667,MS010
612,66,1,CM,0.368466655,MS011
613,66,2,CM,0.387166658,MS011
614,66,3,CM,0.393366674,MS011
615,66,1,CM,0.269966671,MS013
616,66,2,CM,0.266266653,MS013
617,66,3,CM,0.298266659,MS013
618,66,1,CM,0.297566662,MS014
619,66,2,CM,0.33916668,MS014
620,66,3,CM,0.330466667,MS014
